4571	11978
11745	12329
13156	12127
6971	12157
8931	14353
8931	14353
17817	11996
4371	12343
10166	12013
13880	12943
16787	14312
6931	12007
6931	12007
6931	12007
14489	12279
5257	13608
9345	13665
9345	13665
6473	12003
6473	12003
2551	12012
8927	12017
8927	12017
5326	12662
15693	12590
9132	13579
9132	13579
7461	12155
1500	12044
13128	12347
13128	12347
1230	13967
10622	11994
12483	12136
11094	12067
7824	14301
7596	11900
5359	12693
5471	12816
17847	14326
17847	14326
17833	12443
15037	14325
4421	12136
4421	12136
13217	12863
4299	13979
4299	13979
14148	14279
7154	11959
10698	14321
596	14317
9796	12124
3604	14267
4644	11960
13210	12572
1825	13183
1260	12180
4863	13160
4863	13160
12778	13117
7069	12475
16972	12300
17238	12702
3965	12809
3965	12809
16782	12136
7397	12071
2539	13163
4456	13708
4456	13708
9507	13197
17803	11988
5376	13626
3074	13749
4997	12103
9119	12134
9119	12134
1552	14259
1129	12456
13424	13727
13802	14288
17836	14218
10620	12127
8662	14316
4429	12031
4429	12031
11119	13657
17744	11939
12567	12645
11427	13341
7109	12477
9327	14299
9327	14299
11934	13363
16841	11898
14703	12406
9779	12055
7655	12660
7655	12660
6658	12029
16445	12070
16445	12070
16445	12070
680	14332
7067	14324
9205	13937
6987	14355
10147	12011
9930	12153
14773	12692
16765	12141
7469	12226
15875	11997
2115	14354
9193	12804
5134	12704
5703	14305
6556	14077
6556	14077
11029	13545
11428	12357
11945	13660
11834	12701
1505	12859
7447	12421
1717	14293
1717	14293
12291	14275
223	14292
13182	12017
14733	12854
15986	12122
2127	12179
12492	12014
7112	14299
7112	14299
7112	14299
15134	11913
4380	12019
4380	12019
9211	13309
5227	13671
5227	13671
200	11994
5086	12043
5505	12890
7471	12326
5665	12141
6889	11954
6889	11954
10137	14295
629	12033
462	12730
11719	13209
684	12238
374	12148
12071	13377
2764	11997
16233	13226
455	12034
11584	11950
6341	14328
6341	14328
4981	12636
6832	14326
6832	14326
669	14353
11104	12464
1990	14257
16426	12236
16426	12236
16426	12236
6937	12128
563	12138
7008	14331
4805	12172
4805	12172
15510	12858
16324	12462
5233	13448
5233	13448
16360	12457
14578	13879
4738	13444
11562	12106
16520	14361
16520	14361
5194	11943
5194	11943
9712	12359
10942	11920
167	13723
9336	14361
9336	14361
9323	14289
9323	14289
13211	14272
368	14350
11034	13773
11034	13773
215	12977
11446	12681
9336	11999
9336	11999
10143	12143
13607	13269
9252	13969
584	14330
10127	14332
11640	12123
3850	12317
3850	12317
9193	13308
10060	14361
5323	12758
5906	11988
328	13299
9986	14305
6557	12617
6557	12617
16428	12082
16428	12082
16428	12082
704	11939
4449	14347
4449	14347
426	11968
669	14316
4730	12665
5373	12888
15669	14334
17833	12348
5325	11932
4463	12122
4463	12122
6972	13108
3830	14276
3830	14276
7517	12071
5381	12141
11121	14220
11671	12063
2354	12019
5289	13428
5201	12454
5201	12454
15248	12856
9584	14277
14491	13675
160	11988
1238	13595
9838	13296
1532	11922
10677	14343
14090	12861
341	14342
8926	12033
8926	12033
13226	13333
12929	12326
10220	14333
8976	14351
6891	12054
6891	12054
16110	12155
11613	11954
9221	13426
5362	12899
11108	14336
6667	14289
712	13641
6514	14353
6514	14353
10212	13299
8977	14345
10737	14337
14224	14304
328	14301
12133	12937
1726	14288
1726	14288
16168	12180
4806	14015
4806	14015
11751	13960
11061	14170
9159	13469
11286	12634
11286	12634
7467	14170
11635	13028
11096	13760
6678	12027
14768	12387
10532	14324
10764	13487
10764	13487
1859	13963
1587	11975
579	14299
2241	12034
1130	13756
5391	12327
4354	12340
11592	12350
4702	14245
14519	13036
12510	12424
492	12013
422	12144
13629	12034
10857	13318
16803	12036
10327	11900
10327	11900
10327	11900
12769	13104
328	14357
7128	14283
11551	13526
4273	12122
10130	12025
7341	12885
9313	12128
9313	12128
11667	13816
8879	14336
7084	11998
14968	12396
5410	12635
7071	12019
16564	14278
16564	14278
15327	12157
17188	11922
12726	12935
691	14306
17607	11975
17751	11948
6936	13105
691	13617
5922	13324
2764	12146
8787	12108
5527	12699
10996	12190
9001	14360
13844	14308
13827	13650
12511	12406
6519	13493
6519	13493
13623	13029
11803	12395
8906	13205
307	12029
9125	13447
9125	13447
16984	12269
17267	13495
3968	14351
3968	14351
4467	12128
11676	14357
4511	14287
17825	12020
5395	12652
5389	11997
15007	14323
15103	12996
4598	11936
12849	13038
2702	12177
987	12455
614	12324
259	14360
6668	12440
16105	12519
8611	14265
17834	12595
9215	13919
11509	13285
10645	14293
5220	11949
5220	11949
4948	12071
1198	13772
216	12029
17815	11921
13357	11999
9500	13197
17671	12035
7554	13481
1249	12003
15698	12590
11985	13389
17825	12148
697	12333
12003	14331
10606	12116
10707	12108
9211	14074
9726	14275
9106	12323
9106	12323
10642	14355
635	14317
9112	14329
9112	14329
7057	14321
17711	11969
5398	12652
10250	14334
10671	14344
10238	14342
10762	12362
10762	12362
12807	12323
5283	12362
10749	12129
15937	13609
15937	13609
9275	12534
9275	12534
9319	14317
13786	13599
14544	12981
13636	13271
12422	13461
10817	12358
14483	13758
14561	12873
9329	14332
9329	14332
5243	12708
413	11975
10751	12020
3824	12222
3824	12222
14272	12005
17271	12139
7548	14281
14789	12661
7469	14358
3858	12290
3858	12290
16473	12054
16473	12054
16473	12054
16473	12054
16424	12009
16424	12009
16424	12009
1786	12004
11627	13993
17827	12873
14731	12659
4716	12335
4938	12104
12359	11997
6850	12049
6850	12049
12356	11876
9336	12130
9336	12130
584	13059
9226	12052
9226	12052
7135	12007
11052	13623
16250	12319
9991	14294
9290	12592
9290	12592
6584	14058
6584	14058
4798	14066
4798	14066
10303	12118
10303	12118
10303	12118
2588	12055
649	12326
9511	12129
9927	12153
11547	12673
7451	12922
11639	12249
7032	11914
6576	12334
6576	12334
17366	12126
7072	12020
16903	11997
6769	14323
6769	14323
15370	12901
7156	12020
11802	12133
7634	12373
7634	12373
16791	14323
15778	12602
14533	13813
7115	12152
244	12126
17247	12356
10761	14077
10761	14077
6990	11954
502	14305
1235	13164
11441	11930
4364	12043
15409	13500
11941	12668
684	12351
17703	11970
9671	12122
16212	14338
17829	12668
528	14309
151	12500
151	12500
15913	12007
10080	14298
6273	11936
6273	11936
1526	12902
15790	12133
11095	12609
216	13192
17699	12996
11731	12237
11591	13508
10998	13795
2940	13179
238	14352
16542	13244
16542	13244
9633	13583
4578	12184
15930	12105
15930	12105
12054	12374
17803	13487
12906	13527
10912	13583
11564	12083
1259	13179
7088	13155
17817	12362
638	14350
5182	13081
5182	13081
11280	13300
11280	13300
4825	12130
4825	12130
704	12361
4375	12054
16487	14342
16487	14342
16487	14342
16487	14342
11663	13738
15431	14336
5417	13504
9143	13198
7963	12633
7583	12237
700	12023
6347	13755
6347	13755
11264	13778
5210	11948
5210	11948
17838	11913
16396	13478
17149	12507
5297	12704
279	12034
7355	12329
15976	12056
7117	11997
8466	12037
8466	12037
10613	12056
4860	14047
4860	14047
8627	11897
11326	11893
11326	11893
10596	12139
4479	14352
16313	13873
3909	14336
3909	14336
6895	12139
6895	12139
7461	13299
7913	14328
7555	12447
13663	12323
6976	12362
11589	12012
8916	12029
8916	12029
16093	12861
16620	13246
16620	13246
7033	12158
4428	14348
4428	14348
15194	12359
14568	12382
11056	13032
4927	13730
10431	11928
10431	11928
10431	11928
11638	14355
9218	13435
17010	12485
7545	13443
7462	12017
548	14339
9342	12032
9342	12032
391	14297
5409	14307
4886	12391
4874	12151
4874	12151
9912	12130
16799	12156
12343	12690
4626	11944
12501	14329
15871	14317
17801	14224
11103	12611
303	11966
10543	11908
5514	12694
4581	12428
13896	13930
14871	14292
4592	14360
9225	12533
9225	12533
15788	12855
289	11894
13811	13641
14631	12714
5681	12124
299	12213
11519	14361
10178	14285
11294	12786
16596	14340
16596	14340
265	11984
10167	14321
8947	11932
279	12032
538	11982
5373	13616
11537	13285
7981	12760
13482	13065
7065	12036
6712	12318
10640	11908
1663	14341
6977	14117
452	14317
7448	12702
8257	12323
12560	12402
14926	14299
2353	12021
14920	13302
5287	12878
6974	13608
9775	14300
2400	14343
11504	12787
5763	11948
4865	12131
4865	12131
7088	13235
7432	14275
6503	12151
17249	12227
329	12124
7948	12064
11665	12665
10888	11915
15173	12345
654	12136
7462	11934
11566	14310
9242	11999
9242	11999
1697	12137
1697	12137
567	12175
17333	12141
140	11939
140	11939
472	12005
689	12062
13930	11944
8907	12336
6626	12336
11725	12659
17687	12813
7632	12400
7632	12400
5782	12021
4807	12015
4807	12015
4094	14318
4094	14318
4474	14345
16606	13179
16606	13179
10745	14272
13119	13706
7451	12232
6304	12014
6304	12014
7454	14219
4593	12409
6989	11944
11730	12093
5355	12662
14749	12758
15088	12870
17803	14163
6575	13653
6575	13653
16237	12436
14773	11997
12746	12794
15996	13270
748	12050
11065	12325
12426	13492
16309	12863
14253	12122
252	11999
715	12362
9234	14358
9234	14358
10565	14285
11732	13506
512	12136
7106	13249
11564	12411
703	14317
16805	12130
17599	13132
11321	12402
11321	12402
11109	14211
5102	12700
11657	12752
17315	14318
12885	13467
6663	14281
1206	12039
15351	12127
6919	14301
6919	14301
6919	14301
12054	13417
3820	12055
3820	12055
785	12113
9210	13935
7544	12005
11070	12765
4301	13655
4301	13655
236	12177
9727	14295
10270	12144
9196	12108
5250	14110
4805	12115
4805	12115
4588	12427
9421	12023
7027	12755
171	11999
6550	12625
6550	12625
17824	14339
9832	14292
7936	12789
9800	12143
12046	12660
14063	12904
416	12054
14567	11914
5183	12747
5183	12747
11230	12794
6534	14326
6534	14326
321	12007
1877	13887
15828	12861
10903	14296
10051	12027
7095	11958
234	13299
11918	11885
1238	13628
14737	13550
11311	13697
11311	13697
14237	14293
14105	12858
16648	12859
16468	12007
16468	12007
16468	12007
16468	12007
13155	12802
4636	11965
11609	13299
17008	12266
16956	12297
