11978	4571
12329	11745
12127	13156
12157	6971
14353	8931
14353	8931
11996	17817
12343	4371
12013	10166
12943	13880
14312	16787
12007	6931
12007	6931
12007	6931
12279	14489
13608	5257
13665	9345
13665	9345
12003	6473
12003	6473
12012	2551
12017	8927
12017	8927
12662	5326
12590	15693
13579	9132
13579	9132
12155	7461
12044	1500
12347	13128
12347	13128
13967	1230
11994	10622
12136	12483
12067	11094
14301	7824
11900	7596
12693	5359
12816	5471
14326	17847
14326	17847
12443	17833
14325	15037
12136	4421
12136	4421
12863	13217
13979	4299
13979	4299
14279	14148
11959	7154
14321	10698
14317	596
12124	9796
14267	3604
11960	4644
12572	13210
13183	1825
12180	1260
13160	4863
13160	4863
13117	12778
12475	7069
12300	16972
12702	17238
12809	3965
12809	3965
12136	16782
12071	7397
13163	2539
13708	4456
13708	4456
13197	9507
11988	17803
13626	5376
13749	3074
12103	4997
12134	9119
12134	9119
14259	1552
12456	1129
13727	13424
14288	13802
14218	17836
12127	10620
14316	8662
12031	4429
12031	4429
13657	11119
11939	17744
12645	12567
13341	11427
12477	7109
14299	9327
14299	9327
13363	11934
11898	16841
12406	14703
12055	9779
12660	7655
12660	7655
12029	6658
12070	16445
12070	16445
12070	16445
14332	680
14324	7067
13937	9205
14355	6987
12011	10147
12153	9930
12692	14773
12141	16765
12226	7469
11997	15875
14354	2115
12804	9193
12704	5134
14305	5703
14077	6556
14077	6556
13545	11029
12357	11428
13660	11945
12701	11834
12859	1505
12421	7447
14293	1717
14293	1717
14275	12291
14292	223
12017	13182
12854	14733
12122	15986
12179	2127
12014	12492
14299	7112
14299	7112
14299	7112
11913	15134
12019	4380
12019	4380
13309	9211
13671	5227
13671	5227
11994	200
12043	5086
12890	5505
12326	7471
12141	5665
11954	6889
11954	6889
14295	10137
12033	629
12730	462
13209	11719
12238	684
12148	374
13377	12071
11997	2764
13226	16233
12034	455
11950	11584
14328	6341
14328	6341
12636	4981
14326	6832
14326	6832
14353	669
12464	11104
14257	1990
12236	16426
12236	16426
12236	16426
12128	6937
12138	563
14331	7008
12172	4805
12172	4805
12858	15510
12462	16324
13448	5233
13448	5233
12457	16360
13879	14578
13444	4738
12106	11562
14361	16520
14361	16520
11943	5194
11943	5194
12359	9712
11920	10942
13723	167
14361	9336
14361	9336
14289	9323
14289	9323
14272	13211
14350	368
13773	11034
13773	11034
12977	215
12681	11446
11999	9336
11999	9336
12143	10143
13269	13607
13969	9252
14330	584
14332	10127
12123	11640
12317	3850
12317	3850
13308	9193
14361	10060
12758	5323
11988	5906
13299	328
14305	9986
12617	6557
12617	6557
12082	16428
12082	16428
12082	16428
11939	704
14347	4449
14347	4449
11968	426
14316	669
12665	4730
12888	5373
14334	15669
12348	17833
11932	5325
12122	4463
12122	4463
13108	6972
14276	3830
14276	3830
12071	7517
12141	5381
14220	11121
12063	11671
12019	2354
13428	5289
12454	5201
12454	5201
12856	15248
14277	9584
13675	14491
11988	160
13595	1238
13296	9838
11922	1532
14343	10677
12861	14090
14342	341
12033	8926
12033	8926
13333	13226
12326	12929
14333	10220
14351	8976
12054	6891
12054	6891
12155	16110
11954	11613
13426	9221
12899	5362
14336	11108
14289	6667
13641	712
14353	6514
14353	6514
13299	10212
14345	8977
14337	10737
14304	14224
14301	328
12937	12133
14288	1726
14288	1726
12180	16168
14015	4806
14015	4806
13960	11751
14170	11061
13469	9159
12634	11286
12634	11286
14170	7467
13028	11635
13760	11096
12027	6678
12387	14768
14324	10532
13487	10764
13487	10764
13963	1859
11975	1587
14299	579
12034	2241
13756	1130
12327	5391
12340	4354
12350	11592
14245	4702
13036	14519
12424	12510
12013	492
12144	422
12034	13629
13318	10857
12036	16803
11900	10327
11900	10327
11900	10327
13104	12769
14357	328
14283	7128
13526	11551
12122	4273
12025	10130
12885	7341
12128	9313
12128	9313
13816	11667
14336	8879
11998	7084
12396	14968
12635	5410
12019	7071
14278	16564
14278	16564
12157	15327
11922	17188
12935	12726
14306	691
11975	17607
11948	17751
13105	6936
13617	691
13324	5922
12146	2764
12108	8787
12699	5527
12190	10996
14360	9001
14308	13844
13650	13827
12406	12511
13493	6519
13493	6519
13029	13623
12395	11803
13205	8906
12029	307
13447	9125
13447	9125
12269	16984
13495	17267
14351	3968
14351	3968
12128	4467
14357	11676
14287	4511
12020	17825
12652	5395
11997	5389
14323	15007
12996	15103
11936	4598
13038	12849
12177	2702
12455	987
12324	614
14360	259
12440	6668
12519	16105
14265	8611
12595	17834
13919	9215
13285	11509
14293	10645
11949	5220
11949	5220
12071	4948
13772	1198
12029	216
11921	17815
11999	13357
13197	9500
12035	17671
13481	7554
12003	1249
12590	15698
13389	11985
12148	17825
12333	697
14331	12003
12116	10606
12108	10707
14074	9211
14275	9726
12323	9106
12323	9106
14355	10642
14317	635
14329	9112
14329	9112
14321	7057
11969	17711
12652	5398
14334	10250
14344	10671
14342	10238
12362	10762
12362	10762
12323	12807
12362	5283
12129	10749
13609	15937
13609	15937
12534	9275
12534	9275
14317	9319
13599	13786
12981	14544
13271	13636
13461	12422
12358	10817
13758	14483
12873	14561
14332	9329
14332	9329
12708	5243
11975	413
12020	10751
12222	3824
12222	3824
12005	14272
12139	17271
14281	7548
12661	14789
14358	7469
12290	3858
12290	3858
12054	16473
12054	16473
12054	16473
12054	16473
12009	16424
12009	16424
12009	16424
12004	1786
13993	11627
12873	17827
12659	14731
12335	4716
12104	4938
11997	12359
12049	6850
12049	6850
11876	12356
12130	9336
12130	9336
13059	584
12052	9226
12052	9226
12007	7135
13623	11052
12319	16250
14294	9991
12592	9290
12592	9290
14058	6584
14058	6584
14066	4798
14066	4798
12118	10303
12118	10303
12118	10303
12055	2588
12326	649
12129	9511
12153	9927
12673	11547
12922	7451
12249	11639
11914	7032
12334	6576
12334	6576
12126	17366
12020	7072
11997	16903
14323	6769
14323	6769
12901	15370
12020	7156
12133	11802
12373	7634
12373	7634
14323	16791
12602	15778
13813	14533
12152	7115
12126	244
12356	17247
14077	10761
14077	10761
11954	6990
14305	502
13164	1235
11930	11441
12043	4364
13500	15409
12668	11941
12351	684
11970	17703
12122	9671
14338	16212
12668	17829
14309	528
12500	151
12500	151
12007	15913
14298	10080
